"code","number"
"060706",4
"060706",5
"060706",6
"060706",7
"060706",8
"060707",1
"060707",2
"060707",3
"060707",4
"060707",5
"060707",6
"060707",7
"060707",8
"060707",9
"060707",10
"060707",11
"060708",1
"060708",2
"060708",3
"060708",4
"060708",5
"060708",6
"060708",7
"060708",8
"060708",9
"060709",1
"060709",2
"060709",3
"060709",4
"060710",1
"060710",2
"060710",3
"060710",4
"060710",5
"060710",6
"060710",7
"060801",1
"060801",2
"060801",3
"060801",4
"060801",5
"060801",6
"060801",7
"060801",8
"060801",9
"060801",10
"060801",11
"060801",12
"060802",1
"060802",2
"060802",3
"060802",4
"060802",5
"060802",6
"060802",7
"060803",1
"060803",2
"060803",3
"060803",4
"060803",5
"060803",6
"060803",7
"060803",8
"060804",1
"060804",2
"060804",3
"060805",1
"060805",2
"060805",3
"060805",4
"060805",5
"060805",6
"060805",7
"060805",8
"060805",9
"060805",10
"060806",1
"060806",2
"060806",3
"060806",4
"060806",5
"060806",6
"060806",7
"060806",8
"060807",1
"060807",2
"060807",3
"060807",4
"060807",5
"060807",6
"060807",7
"060807",8
"060807",9
"060807",10
"060807",11
"060807",12
"060807",13
"060807",14
"060807",15
"060807",16
"060807",17
"060808",1
"060808",2
"060808",3
"060808",4
"060808",5
"060808",6
"060809",1
"060809",2
"060809",3
"060809",4
"060809",5
"060809",6
"060810",1
"060810",2
"060810",3
"060810",4
"060810",5
"060810",6
"060811",1
"060811",2
"060811",3
"060811",4
"060811",5
"060811",6
"060812",1
"060812",2
"060812",3
"060812",4
"060812",5
"060813",1
"060813",2
"060813",3
"060813",4
"060901",1
"060901",2
"060901",3
"060901",4
"060901",5
"060901",6
"060901",7
"060901",8
"060901",9
"060901",10
"060901",11
"060901",12
"060901",13
"060901",14
"060901",15
"060902",1
"060902",2
"060902",3
"060902",4
"060902",5
"060902",6
"060903",1
"060903",2
"060903",3
"060903",4
"060903",5
"060903",6
"060903",7
"060903",8
"060903",9
"060903",10
"060903",11
"060903",12
"060903",13
"060903",14
"060903",15
"060903",16
"060903",17
"060903",18
"060903",19
"060903",20
"060904",1
"060904",2
"060904",3
"060904",4
"060904",5
"060904",6
"060904",7
"060904",8
"060904",9
"060904",10
"060905",1
"060905",2
"060905",3
"060905",4
"060905",5
"060905",6
"060905",7
"060905",8
"060905",9
"060905",10
"060905",11
"060906",1
"060906",2
"060906",3
"060906",4
"060906",5
"060906",6
"060906",7
"060907",1
"060907",2
"060907",3
"060907",4
"060907",5
"060907",6
"060907",7
"060907",8
"060908",1
"060908",2
"060908",3
"060908",4
"060908",5
"060908",6
"060909",1
"060909",2
"060909",3
"060909",4
"060909",5
"060909",6
"060910",1
"060910",2
"060910",3
"060910",4
"060910",5
"060910",6
"060910",7
"060910",8
"060910",9
"060910",10
"060910",11
"060911",1
"060911",2
"060911",3
"060911",4
"060911",5
"060911",6
"060911",7
"060911",8
"060911",9
"060911",10
"060911",11
"060912",1
"060912",2
"060912",3
"060912",4
"060912",5
"060912",6
"060912",7
"060912",8
"060913",1
"060913",2
"060913",3
"060913",4
"060913",5
"060913",6
"060914",1
"060914",2
"060914",3
"060914",4
"060914",5
"060914",6
"060914",7
"060914",8
"060914",9
"060915",1
"060915",2
"060915",3
"060915",4
"060915",5
"060915",6
"060916",1
"060916",2
"060916",3
"060916",4
"061001",1
"061001",2
"061001",3
"061001",4
"061001",5
"061001",6
"061001",7
"061001",8
"061001",9
"061001",10
"061001",11
"061001",12
"061002",1
"061002",2
"061002",3
"061002",4
"061002",5
"061002",6
"061002",7
"061003",1
"061003",2
"061003",3
"061003",4
"061003",5
"061003",6
"061003",7
"061003",8
"061003",9
"061003",10
"061003",11
"061003",12
"061003",13
"061003",14
"061003",15
"061003",16
"061003",17
"061004",1
"061004",2
"061004",3
"061004",4
"061004",5
"061004",6
"061004",7
"061004",8
"061004",9
"061005",1
"061005",2
"061005",3
"061005",4
"061005",5
"061005",6
"061005",7
"061005",8
"061005",9
"061005",10
"061005",11
"061005",12
"061006",1
"061006",2
"061006",3
"061006",4
"061006",5
"061006",6
"061006",7
"061101",1
"061101",2
"061101",3
"061101",4
"061101",5
"061101",6
"061101",7
"061101",8
"061101",9
"061101",10
"061101",11
"061101",12
"061101",13
"061101",14
"061101",15
"061101",16
"061101",17
"061101",18
"061101",19
"061101",20
"061101",21
"061101",22
"061102",1
"061102",2
"061103",1
"061103",2
"061103",3
"061103",4
"061103",5
"061103",6
"061103",7
"061104",1
"061104",2
"061104",3
"061104",4
"061104",5
"061104",6
"061104",7
"061104",8
"061104",9
"061104",10
"061104",11
"061104",12
"061105",1
"061105",2
"061105",3
"061105",4
"061105",5
"061105",6
"061105",7
"061105",8
"061105",9
"061105",10
"061105",11
"061105",12
"061105",13
"061105",14
"061105",15
"061105",16
"061105",17
"061105",18
"061105",19
"061105",20
"061105",21
"061105",22
"061105",23
"061105",24
"061105",25
"061105",26
"061105",27
"061105",28
"061106",1
"061106",2
"061106",3
"061106",4
"061106",5
"061107",1
"061107",2
"061107",3
"061107",4
"061107",5
"061107",6
"061107",7
"061107",8
"061107",9
"061107",10
"061107",11
"061107",12
"061107",13
"061107",14
"061108",1
"061108",2
"061108",3
"061108",4
"061108",5
"061108",6
"061108",7
"061108",8
"061108",9
"061108",10
"061108",11
"061108",12
"061108",13
"061108",14
"061108",15
"061108",16
"061108",17
"061108",18
"061108",19
"061109",1
"061109",2
"061109",3
"061109",4
"061109",5
"061109",6
"061109",7
"061109",8
"061109",9
"061109",10
"061110",1
"061110",2
"061110",3
"061110",4
"061110",5
"061110",6
"061110",7
"061110",8
"061110",9
"061110",10
"061111",1
"061111",2
"061111",3
"061111",4
"061201",1
"061201",2
"061201",3
"061201",4
"061201",5
"061201",6
"061201",7
"061201",8
"061202",1
"061202",2
"061202",3
"061202",4
"061202",5
"061202",6
"061202",7
"061202",8
"061203",1
"061203",2
"061203",3
"061203",4
"061203",5
"061203",6
"061203",7
"061204",1
"061204",2
"061204",3
"061204",4
"061204",5
"061204",6
"061205",1
"061205",2
"061205",3
"061205",4
"061205",5
"061205",6
"061205",7
"061205",8
"061205",9
"061205",10
"061205",11
"061205",12
"061205",13
"061205",14
"061205",15
"061205",16
"061205",17
"061205",18
"061205",19
"061205",20
"061205",21
"061206",1
"061206",2
"061206",3
"061206",4
"061206",5
"061206",6
"061206",7
"061206",8
"061206",9
"061206",10
"061206",11
"061206",12
"061206",13
"061207",1
"061207",2
"061207",3
"061207",4
"061207",5
"061207",6
"061207",7
"061207",8
"061301",1
"061301",2
"061301",3
"061301",4
"061301",5
"061301",6
"061301",7
"061302",1
"061302",2
"061302",3
"061302",4
"061302",5
"061302",6
"061303",1
"061303",2
"061303",3
"061303",4
"061303",5
"061303",6
"061304",1
"061304",2
"061304",3
"061304",4
"061304",5
"061304",6
"061304",7
"061304",8
"061304",9
"061304",10
"061304",11
"061304",12
"061304",13
"061304",14
"061305",1
"061305",2
"061305",3
"061306",1
"061306",2
"061306",3
"061306",4
"061306",5
"061306",6
"061307",1
"061307",2
"061307",3
"061307",4
"061401",1
"061401",2
"061401",3
"061401",4
"061401",5
"061401",6
"061401",7
"061401",8
"061401",9
"061401",10
"061401",11
"061401",12
"061401",13
"061401",14
"061401",15
"061401",16
"061401",17
"061401",18
"061401",19
"061401",20
"061401",21
"061401",22
"061401",23
"061401",24
"061402",1
"061402",2
"061402",3
"061402",4
"061402",5
"061402",6
"061402",7
"061402",8
"061402",9
"061403",1
"061403",2
"061403",3
"061403",4
"061403",5
"061403",6
"061404",1
"061404",2
"061404",3
"061404",4
"061404",5
"061405",1
"061405",2
"061405",3
"061405",4
"061405",5
"061405",6
"061405",7
"061405",8
"061405",9
"061405",10
"061406",1
"061406",2
"061406",3
"061406",4
"061406",5
"061406",6
"061406",7
"061406",8
"061406",9
"061407",1
"061407",2
"061407",3
"061407",4
"061408",1
"061408",2
"061408",3
"061408",4
"061408",5
"061408",6
"061408",7
"061408",8
"061408",9
"061408",10
"061408",11
"061408",12
"061408",13
"061408",14
"061408",15
"061408",16
"061409",1
"061409",2
"061409",3
"061409",4
"061409",5
"061409",6
"061409",7
"061409",8
"061409",9
"061410",1
"061410",2
"061410",3
"061410",4
"061410",5
"061411",1
"061411",2
"061411",3
"061411",4
"061411",5
"061411",6
"061411",7
"061411",8
"061411",9
"061411",10
"061411",11
"061411",12
"061501",1
"061501",2
"061501",3
"061501",4
"061501",5
"061501",6
"061501",7
"061501",8
"061501",9
"061501",10
"061502",1
"061502",2
"061502",3
"061502",4
"061502",5
"061502",6
"061502",7
"061502",8
"061502",9
"061502",10
"061502",11
"061503",1
"061503",2
"061503",3
"061503",4
"061503",5
"061503",6
"061503",7
"061503",8
"061504",1
"061504",2
"061504",3
"061504",4
"061504",5
"061504",6
"061504",7
"061504",8
"061504",9
"061505",1
"061505",2
"061505",3
"061505",4
"061505",5
"061505",6
"061505",7
"061505",8
"061505",9
"061506",1
"061506",2
"061506",3
"061506",4
"061506",5
"061506",6
"061506",7
"061506",8
"061506",9
"061506",10
"061506",11
"061506",12
"061506",13
"061506",14
"061507",1
"061507",2
"061507",3
"061507",4
"061507",5
"061507",6
"061507",7
"061508",1
"061508",2
"061508",3
"061508",4
"061508",5
"061508",6
"061508",7
"061508",8
"061508",9
"061601",1
"061601",2
"061601",3
"061601",4
"061601",5
"061601",6
"061601",7
"061601",8
"061601",9
"061601",10
"061601",11
"061601",12
"061601",13
"061601",14
"061601",15
"061601",16
"061601",17
"061601",18
"061602",1
"061602",2
"061602",3
"061602",4
"061602",5
"061602",6
"061602",7
"061602",8
"061602",9
"061602",10
"061602",11
"061602",12
"061602",13
"061603",1
"061603",2
"061603",3
"061603",4
"061603",5
"061603",6
"061603",7
"061603",8
"061604",1
"061604",2
"061604",3
"061604",4
"061604",5
"061604",6
"061604",7
"061604",8
"061604",9
"061604",10
"061604",11
"061604",12
"061604",13
"061604",14
"061604",15
"061604",16
"061604",17
"061604",18
"061604",19
"061604",20
"061604",21
"061604",22
"061604",23
"061604",24
"061604",25
"061605",1
"061605",2
"061605",3
"061605",4
"061605",5
"061605",6
"061605",7
"061606",1
"061606",2
"061606",3
"061606",4
"061606",5
"061606",6
"061606",7
"061701",1
"061701",2
"061701",3
"061701",4
"061701",5
"061701",6
"061701",7
"061701",8
"061701",9
"061701",10
"061701",11
"061701",12
"061701",13
"061701",14
"061701",15
"061701",16
"061701",17
"061701",18
"061701",19
"061701",20
"061701",21
"061701",22
"061701",23
"061702",1
"061702",2
"061702",3
"061702",4
"061702",5
"061702",6
"061702",7
"061702",8
"061702",9
"061702",10
"061703",1
"061703",2
"061703",3
"061703",4
"061703",5
"061703",6
"061703",7
"061703",8
"061703",9
"061703",10
"061703",11
"061703",12
"061703",13
"061703",14
"061703",15
"061703",16
"061703",17
"061704",1
"061704",2
"061704",3
"061704",4
"061704",5
"061705",1
"061705",2
"061705",3
"061705",4
"061705",5
"061705",6
"061801",1
"061801",2
"061801",3
"061801",4
"061801",5
"061801",6
"061801",7
"061801",8
"061801",9
"061801",10
"061801",11
"061801",12
"061802",1
"061802",2
"061802",3
"061802",4
"061803",1
"061803",2
"061803",3
"061803",4
"061803",5
"061804",1
"061804",2
"061804",3
"061804",4
"061804",5
"061804",6
"061804",7
"061804",8
"061804",9
"061805",1
"061805",2
"061805",3
"061805",4
"061805",5
"061805",6
"061805",7
"061805",8
"061805",9
"061806",1
"061806",2
"061806",3
"061806",4
"061806",5
"061806",6
"061806",7
"061806",8
"061806",9
"061806",10
"061806",11
"061807",1
"061807",2
"061807",3
"061807",4
"061807",5
"061807",6
"061807",7
"061807",8
"061807",9
"061807",10
"061808",1
"061808",2
"061808",3
"061808",4
"061808",5
"061808",6
"061808",7
"061809",1
"061809",2
"061809",3
"061809",4
"061809",5
"061810",1
"061810",2
"061810",3
"061810",4
"061810",5
"061810",6
"061810",7
"061811",1
"061811",2
"061811",3
"061811",4
"061811",5
"061811",6
"061811",7
"061811",8
"061811",9
"061811",10
"061811",11
"061811",12
"061811",13
"061811",14
"061812",1
"061812",2
"061812",3
"061812",4
"061812",5
"061812",6
"061812",7
"061812",8
"061812",9
"061813",1
"061813",2
"061813",3
"061813",4
"061813",5
"061813",6
"061813",7
"061813",8
"061813",9
"061813",10
"061901",1
"061901",2
"061901",3
"061901",4
"061901",5
"061901",6
"061901",7
"061902",1
"061902",2
"061902",3
"061902",4
"061902",5
"061903",1
"061903",2
"061903",3
"061903",4
"061904",1
"061904",2
"061904",3
"061904",4
"061905",1
"061905",2
"061905",3
"061905",4
"061905",5
"061906",1
"061906",2
"061906",3
"061906",4
"061906",5
"061906",6
"061906",7
"061906",8
"061906",9
"061906",10
"061906",11
"061906",12
"061907",1
"061907",2
"061907",3
"061907",4
"061907",5
"061907",6
"061907",7
"061907",8
"061908",1
"061908",2
"061908",3
"061908",4
"061908",5
"061908",6
"061908",7
"062001",1
"062001",2
"062001",3
"062001",4
"062001",5
"062001",6
"062001",7
"062002",1
"062002",2
"062002",3
"062002",4
"062002",5
"062002",6
"062003",1
"062003",2
"062003",3
"062003",4
"062003",5
"062003",6
"062003",7
"062003",8
"062003",9
"062003",10
"062003",11
"062004",1
"062004",2
"062004",3
"062004",4
"062004",5
"062004",6
"062004",7
"062004",8
"062004",9
"062004",10
"062004",11
"062004",12
"062004",13
"062005",1
"062005",2
"062005",3
"062005",4
"062005",5
"062005",6
"062005",7
"062005",8
"062006",1
"062006",2
"062006",3
"062006",4
"062006",5
"062006",6
"062006",7
"062006",8
"062006",9
"062007",1
"062007",2
"062007",3
"062007",4
"062007",5
"062007",6
"062007",7
"062008",1
"062008",2
"062008",3
"062008",4
"062008",5
"062008",6
"062008",7
"062008",8
"062008",9
"062008",10
"062008",11
"062009",1
"062009",2
"062009",3
"062009",4
"062009",5
"062009",6
"062009",7
"062009",8
"062009",9
"062009",10
"062010",1
"062010",2
"062010",3
"062010",4
"062010",5
"062010",6
"062011",1
"062011",2
"062011",3
"062011",4
"062011",5
"062011",6
"062011",7
"062011",8
"062012",1
"062012",2
"062012",3
"062012",4
"062012",5
"062012",6
"062013",1
"062013",2
"062013",3
"062013",4
"062013",5
"062013",6
"062013",7
"062013",8
"062013",9
"062013",10
"062013",11
"062013",12
"062013",13
"062014",1
"062014",2
"062014",3
"062014",4
"062014",5
"062014",6
"062014",7
"062014",8
"062014",9
"062014",10
"062014",11
"062014",12
"062014",13
"062014",14
"062014",15
"062014",16
"062014",17
"062014",18
"062014",19
"062014",20
"062014",21
"062014",22
"062014",23
"062014",24
"062014",25
"062015",1
"062015",2
"062015",3
"062015",4
"062015",5
"062015",6
"062015",7
"062015",8
"062015",9
"066101",1
"066101",2
"066101",3
"066101",4
"066101",5
"066101",6
"066101",7
"066101",8
"066101",9
"066101",10
"066101",11
"066101",12
"066101",13
"066101",14
"066101",15
"066101",16
"066101",17
"066101",18
"066101",19
"066101",20
"066101",21
"066101",22
"066101",23
"066101",24
"066101",25
"066101",26
"066101",27
"066101",28
"066101",29
"066201",1
"066201",2
"066201",3
"066201",4
"066201",5
"066201",6
"066201",7
"066201",8
"066201",9
"066201",10
"066201",11
"066201",12
"066201",13
"066201",14
"066201",15
"066201",16
"066201",17
"066201",18
"066201",19
"066201",20
"066201",21
"066201",22
"066201",23
"066201",24
"066201",25
"066201",26
"066201",27
"066201",28
"066201",29
"066201",30
"066201",31
"066201",32
"066201",33
"066201",34
"066201",35
"066201",36
"066301",1
"066301",2
"066301",3
"066301",4
"066301",5
"066301",6
"066301",7
"066301",8
"066301",9
"066301",10
"066301",11
"066301",12
"066301",13
"066301",14
"066301",15
"066301",16
"066301",17
"066301",18
"066301",19
"066301",20
"066301",21
"066301",22
"066301",23
"066301",24
"066301",25
"066301",26
"066301",27
"066301",28
"066301",29
"066301",30
"066301",31
"066301",32
"066301",33
"066301",34
"066301",35
"066301",36
"066301",37
"066301",38
"066301",39
"066301",40
"066301",41
"066301",42
"066301",43
"066301",44
"066301",45
"066301",46
"066301",47
"066301",48
"066301",49
"066301",50
"066301",51
"066301",52
"066301",53
"066301",54
"066301",55
"066301",56
"066301",57
"066301",58
"066301",59
"066301",60
"066301",61
"066301",62
"066301",63
"066301",64
"066301",65
"066301",66
"066301",67
"066301",68
"066301",69
"066301",70
"066301",71
"066301",72
"066301",73
"066301",74
"066301",75
"066301",76
"066301",77
"066301",78
"066301",79
"066301",80
"066301",81
"066301",82
"066301",83
"066301",84
"066301",85
"066301",86
"066301",87
"066301",88
"066301",89
"066301",90
"066301",91
"066301",92
"066301",93
"066301",94
"066301",95
"066301",96
"066301",97
"066301",98
"066301",99
"066301",100
"066301",101
"066301",102
"066301",103
"066301",104
"066301",105
"066301",106
"066301",107
"066301",108
"066301",109
"066301",110
"066301",111
"066301",112
"066301",113
"066301",114
"066301",115
"066301",116
"066301",117
"066301",118
"066301",119
"066301",120
"066301",121
"066301",122
"066301",123
"066301",124
"066301",125
"066301",126
"066301",127
"066301",128
"066301",129
"066301",130
"066301",131
"066301",132
"066301",133
"066301",134
"066301",135
"066301",136
"066301",137
"066301",138
"066301",139
"066301",140
"066301",141
"066301",142
"066301",143
"066301",144
"066301",145
"066301",146
"066301",147
"066301",148
"066301",149
"066301",150
"066301",151
"066301",152
"066301",153
"066301",154
"066301",155
"066301",156
"066301",157
"066301",158
"066301",159
"066301",160
"066301",161
"066301",162
"066301",163
"066301",164
"066301",165
"066301",166
"066301",167
"066301",168
"066301",169
"066301",170
"066301",171
"066301",172
"066301",173
"066301",174
"066301",175
"066301",176
"066301",177
"066301",178
"066301",179
"066301",180
"066301",181
"066301",182
"066301",183
"066301",184
"066301",185
"066301",186
"066301",187
"066301",188
"066301",189
"066301",190
"066301",191
"066301",192
"066301",193
"066301",194
"066301",195
"066301",196
"066301",197
"066301",198
"066301",199
"066301",200
"066301",201
"066301",202
"066301",203
"066301",204
"066301",205
"066301",206
"066301",207
"066301",208
"066301",209
"066301",210
"066301",211
"066301",212
"066401",1
"066401",2
"066401",3
"066401",4
"066401",5
"066401",6
"066401",7
"066401",8
"066401",9
"066401",10
"066401",11
"066401",12
"066401",13
"066401",14
"066401",15
"066401",16
"066401",17
"066401",18
"066401",19
"066401",20
"066401",21
"066401",22
"066401",23
"066401",24
"066401",25
"066401",26
"066401",27
"066401",28
"066401",29
"066401",30
"066401",31
"066401",32
"066401",33
"066401",34
"066401",35
"080101",1
"080101",2
"080101",3
"080101",4
"080101",5
"080101",6
"080101",7
"080101",8
"080101",9
"080101",10
"080101",11
"080101",12
"080101",13
"080101",14
"080101",15
"080101",16
"080101",17
"080102",1
"080102",2
"080102",3
"080102",4
"080102",5
"080102",6
"080103",1
"080103",2
"080103",3
"080103",4
"080103",5
"080103",6
"080103",7
"080103",8
"080104",1
"080104",2
"080104",3
"080104",4
"080104",5
"080104",6
"080104",7
"080104",8
"080104",9
"080105",1
"080105",2
"080105",3
"080105",4
"080105",5
"080105",6
"080105",7
"080106",1
"080106",2
"080106",3
"080106",4
"080106",5
"080106",6
"080106",7
"080106",8
"080107",1
"080107",2
"080107",3
"080107",4
"080107",5
"080107",6
"080107",7
"080107",8
"080107",9
"080107",10
"080107",11
"080107",12
"080107",13
"080107",14
"080201",1
"080201",2
"080201",3
"080201",4
"080201",5
"080201",6
"080201",7
"080201",8
"080201",9
"080201",10
"080202",1
"080202",2
"080202",3
"080202",4
"080202",5
"080203",1
"080203",2
"080203",3
"080204",1
"080204",2
"080204",3
"080204",4
"080204",5
"080204",6
"080204",7
"080204",8
"080204",9
"080204",10
"080205",1
"080205",2
"080205",3
"080205",4
"080205",5
"080205",6
"080205",7
"080205",8
"080205",9
"080205",10
"080205",11
"080205",12
"080206",1
"080206",2
"080206",3
"080206",4
"080206",5
"080206",6
"080206",7
"080206",8
"080206",9
"080206",10
"080206",11
"080206",12
"080206",13
"080206",14
"080206",15
"080206",16
"080206",17
"080206",18
"080207",1
"080207",2
"080207",3
"080207",4
"080207",5
"080301",1
"080301",2
"080301",3
"080301",4
"080301",5
"080301",6
"080302",1
"080302",2
"080302",3
"080302",4
"080302",5
"080302",6
"080302",7
"080302",8
"080302",9
"080302",10
"080302",11
"080302",12
"080302",13
"080302",14
"080302",15
"080302",16
"080302",17
"080302",18
"080302",19
"080302",20
"080302",21
"080302",22
"080302",23
"080303",1
"080303",2
"080303",3
"080303",4
"080303",5
"080303",6
"080303",7
"080303",8
"080304",1
"080304",2
"080304",3
"080304",4
"080304",5
"080304",6
"080304",7
"080304",8
"080305",1
"080305",2
"080305",3
"080305",4
"080305",5
"080305",6
"080305",7
"080305",8
"080305",9
"080305",10
"080305",11
"080305",12
"080306",1
"080306",2
"080306",3
"080306",4
"080306",5
"080306",6
"080306",7
"080306",8
"080306",9
"080401",1
"080401",2
"080401",3
"080401",4
"080401",5
"080401",6
"080401",7
"080401",8
"080401",9
"080401",10
"080401",11
"080401",12
"080401",13
"080401",14
"080401",15
"080401",16
"080401",17
"080401",18
"080402",1
"080402",2
"080402",3
"080402",4
"080403",1
"080403",2
"080404",1
"080404",2
"080404",3
"080404",4
"080404",5
"080404",6
"080404",7
"080404",8
"080404",9
"080404",10
"080404",11
"080404",12
"080404",13
"080404",14
"080405",1
"080405",2
"080405",3
"080405",4
"080405",5
"080405",6
"080405",7
"080405",8
"080405",9
"080406",1
"080406",2
"080406",3
"080406",4
"080406",5
"080406",6
"080406",7
"080406",8
"080407",1
"080407",2
"080407",3
"080407",4
"080407",5
"080407",6
"080408",1
"080408",2
"080408",3
"080408",4
"080501",1
"080501",2
"080501",3
"080501",4
"080501",5
"080502",1
"080502",2
"080502",3
"080502",4
"080503",1
"080503",2
"080503",3
"080503",4
"080504",1
"080504",2
"080504",3
"080504",4
"080504",5
"080505",1
"080505",2
"080505",3
"080505",4
"080505",5
"080505",6
"080505",7
"080505",8
"080505",9
"080505",10
"080505",11
"080505",12
"080505",13
"080505",14
"080505",15
"080505",16
"080505",17
"080505",18
"080505",19
"080505",20
"080601",1
"080601",2
"080601",3
"080601",4
"080601",5
"080601",6
"080601",7
"080601",8
"080602",1
"080602",2
"080602",3
"080602",4
"080602",5
"080602",6
"080602",7
"080602",8
"080602",9
"080602",10
"080602",11
"080602",12
"080602",13
"080602",14
"080602",15
"080602",16
"080602",17
"080603",1
"080603",2
"080603",3
"080603",4
"080603",5
"080603",6
"080604",1
"080604",2
"080604",3
"080604",4
"080604",5
"080604",6
"080604",7
"080604",8
"080604",9
"080604",10
"080604",11
"080604",12
"080604",13
"080604",14
"080604",15
"080604",16
"080605",1
"080605",2
"080605",3
"080605",4
"080605",5
"080701",1
"080701",2
"080701",3
"080701",4
"080701",5
"080702",1
"080702",2
"080702",3
"080702",4
"080703",1
"080703",2
"080703",3
"080703",4
"080703",5
"080703",6
"080703",7
"080704",1
"080704",2
"080704",3
"080704",4
"080704",5
"080704",6
"080704",7
"080704",8
"080704",9
"080704",10
"080704",11
"080704",12
"080704",13
"080704",14
"080704",15
"080704",16
"080704",17
"080704",18
"080704",19
"080704",20
"080704",21
"080704",22
"080705",1
"080705",2
"080705",3
"080705",4
"080705",5
"080705",6
"080705",7
"080705",8
"080705",9
"080705",10
"080705",11
"080801",1
"080801",2
"080801",3
"080801",4
"080801",5
"080801",6
"080802",1
"080802",2
"080802",3
"080802",4
"080802",5
"080802",6
"080803",1
"080803",2
"080803",3
"080803",4
"080803",5
"080803",6
"080803",7
"080803",8
"080804",1
"080804",2
"080804",3
"080804",4
"080804",5
"080805",1
"080805",2
"080805",3
"080805",4
"080805",5
"080805",6
"080805",7
"080805",8
"080805",9
"080805",10
"080805",11
"080805",12
"080805",13
"080805",14
"080805",15
"080805",16
"080805",17
"080805",18
"080805",19
"080805",20
"080805",21
"080805",22
"080805",23
"080805",24
"080805",25
"080805",26
"080805",27
"080805",28
"080806",1
"080806",2
"080806",3
"080806",4
"080806",5
"080806",6
"080806",7
"080901",1
"080901",2
"080901",3
"080901",4
"080901",5
"080901",6
"080902",1
"080902",2
"080902",3
"080902",4
"080903",1
"080903",2
"080903",3
"080903",4
"080903",5
"080903",6
"080903",7
"080903",8
"080903",9
"080904",1
"080904",2
"080904",3
"080904",4
"080904",5
"080905",1
"080905",2
"080905",3
"080905",4
"080905",5
"080905",6
"080905",7
"080905",8
"080905",9
"080905",10
"080905",11
"080905",12
"080905",13
"080905",14
"080906",1
"080906",2
"080906",3
"080906",4
"080906",5
"080906",6
"080906",7
"080906",8
"080906",9
"080906",10
"080906",11
"080906",12
"080906",13
"080906",14
"080906",15
"080906",16
"080906",17
"080906",18
"080906",19
"080907",1
"080907",2
"080907",3
"080907",4
"080907",5
"080907",6
"080908",1
"080908",2
"080908",3
"080908",4
"080908",5
"080908",6
"080908",7
"080909",1
"080909",2
"080909",3
"080909",4
"080909",5
"081001",1
"081001",2
"081001",3
"081002",1
"081002",2
"081002",3
"081002",4
"081002",5
"081002",6
"081002",7
"081002",8
"081002",9
"081002",10
"081002",11
"081002",12
"081002",13
"081002",14
"081003",1
"081003",2
"081003",3
"081003",4
"081004",1
"081004",2
"081004",3
"081004",4
"081004",5
"081004",6
"081004",7
"081004",8
"081004",9
"081005",1
"081005",2
"081005",3
"081005",4
"081005",5
"081006",1
"081006",2
"081006",3
"081006",4
"081006",5
"081006",6
"081006",7
"081006",8
"081007",1
"081007",2
"081007",3
"081007",4
"081007",5
"081007",6
"081007",7
"081007",8
"081007",9
"081007",10
"081007",11
"081007",12
"081007",13
"081007",14
"081007",15
"081007",16
"081007",17
"081007",18
"081007",19
"081008",1
"081008",2
"081009",1
"081009",2
"081009",3
"081009",4
"081009",5
"081009",6
"081009",7
"081009",8
"081009",9
"081009",10
"081009",11
"081009",12
"081009",13
"081101",1
"081101",2
"081102",1
"081102",2
"081102",3
"081102",4
"081102",5
"081102",6
"081102",7
"081102",8
"081102",9
"081102",10
"081102",11
"081102",12
"081102",13
"081102",14
"081102",15
"081102",16
"081102",17
"081102",18
"081102",19
"081102",20
"081102",21
"081102",22
"081102",23
"081103",1
"081103",2
"081103",3
"081103",4
"081103",5
"081103",6
"081104",1
"081104",2
"081104",3
"081104",4
"081104",5
"081105",1
"081105",2
"081105",3
"081105",4
"081105",5
"081106",1
"081106",2
"081106",3
"081106",4
"081106",5
"081106",6
"081106",7
"081106",8
"081106",9
"081106",10
"081106",11
"081106",12
"081106",13
"081106",14
"081106",15
"081107",1
"081107",2
"081107",3
"081107",4
"081107",5
"081107",6
"081108",1
"081108",2
"081108",3
"081108",4
"081108",5
"081109",1
"081109",2
"081110",1
"081110",2
"081110",3
"081110",4
"081110",5
"081110",6
"081110",7
"081110",8
"081110",9
"081110",10
"081110",11
"081110",12
"081110",13
"081110",14
"081201",1
"081201",2
"081201",3
"081201",4
"081201",5
"081201",6
"081201",7
"081201",8
"081201",9
"081201",10
"081201",11
"081201",12
"081201",13
"081201",14
"081201",15
"081202",1
"081202",2
"081202",3
"081202",4
"081202",5
"081202",6
"081202",7
"081202",8
"081203",1
"081203",2
"081203",3
"081203",4
"081203",5
"081203",6
"081203",7
"081203",8
"081203",9
"081203",10
"081203",11
"081203",12
"081203",13
"081203",14
"081203",15
"081203",16
"081203",17
"081203",18
"081203",19
"081203",20
"081203",21
"086101",1
"086101",2
"086101",3
"086101",4
"086101",5
"086101",6
"086101",7
"086101",8
"086101",9
"086101",10
"086101",11
"086101",12
"086101",13
"086101",14
"086101",15
"086101",16
"086101",17
"086101",18
"086101",19
"086101",20
"086101",21
"086101",22
"086101",23
"086101",24
"086101",25
"086101",26
"086101",27
"086101",28
"086101",29
"086101",30
"086101",31
"086101",32
"086101",33
"086101",34
"086101",35
"086101",36
"086101",37
"086101",38
"086101",39
"086101",40
"086101",41
"086101",42
"086101",43
"086101",44
"086101",45
"086101",46
"086101",47
"086101",48
"086101",49
